"","FeatureCode","DateCode","Measurement","Units","Value","Indices of Deprivation"
"305","E09000032",2019,"Rank of average rank",NA,150,"i. Income Deprivation Affecting Children Index (IDACI)"
"306","E09000023",2019,"Rank of average rank",NA,20,"i. Income Deprivation Affecting Children Index (IDACI)"
"307","E09000024",2019,"Rank of average rank",NA,184,"i. Income Deprivation Affecting Children Index (IDACI)"
"308","E09000022",2019,"Rank of average rank",NA,23,"i. Income Deprivation Affecting Children Index (IDACI)"
"309","E09000026",2019,"Rank of average rank",NA,152,"i. Income Deprivation Affecting Children Index (IDACI)"
"310","E09000027",2019,"Rank of average rank",NA,298,"i. Income Deprivation Affecting Children Index (IDACI)"
"311","E09000025",2019,"Rank of average rank",NA,35,"i. Income Deprivation Affecting Children Index (IDACI)"
"312","E08000008",2019,"Rank of average rank",NA,39,"i. Income Deprivation Affecting Children Index (IDACI)"
"313","E08000009",2019,"Rank of average rank",NA,245,"i. Income Deprivation Affecting Children Index (IDACI)"
"314","E08000007",2019,"Rank of average rank",NA,180,"i. Income Deprivation Affecting Children Index (IDACI)"
"315","E08000011",2019,"Rank of average rank",NA,12,"i. Income Deprivation Affecting Children Index (IDACI)"
"316","E08000012",2019,"Rank of average rank",NA,8,"i. Income Deprivation Affecting Children Index (IDACI)"
"317","E08000010",2019,"Rank of average rank",NA,132,"i. Income Deprivation Affecting Children Index (IDACI)"
"318","E08000002",2019,"Rank of average rank",NA,136,"i. Income Deprivation Affecting Children Index (IDACI)"
"319","E08000003",2019,"Rank of average rank",NA,3,"i. Income Deprivation Affecting Children Index (IDACI)"
"320","E08000001",2019,"Rank of average rank",NA,60,"i. Income Deprivation Affecting Children Index (IDACI)"
"321","E08000005",2019,"Rank of average rank",NA,28,"i. Income Deprivation Affecting Children Index (IDACI)"
"322","E08000006",2019,"Rank of average rank",NA,43,"i. Income Deprivation Affecting Children Index (IDACI)"
"323","E08000004",2019,"Rank of average rank",NA,31,"i. Income Deprivation Affecting Children Index (IDACI)"
"324","E09000005",2019,"Rank of average rank",NA,69,"i. Income Deprivation Affecting Children Index (IDACI)"
"325","E09000006",2019,"Rank of average rank",NA,206,"i. Income Deprivation Affecting Children Index (IDACI)"
"326","E09000003",2019,"Rank of average rank",NA,190,"i. Income Deprivation Affecting Children Index (IDACI)"
"327","E09000004",2019,"Rank of average rank",NA,131,"i. Income Deprivation Affecting Children Index (IDACI)"
"328","E09000008",2019,"Rank of average rank",NA,78,"i. Income Deprivation Affecting Children Index (IDACI)"
"329","E09000009",2019,"Rank of average rank",NA,103,"i. Income Deprivation Affecting Children Index (IDACI)"
"330","E09000007",2019,"Rank of average rank",NA,85,"i. Income Deprivation Affecting Children Index (IDACI)"
"331","E07000237",2019,"Rank of average rank",NA,86,"h. Living Environment Deprivation Domain"
"332","E07000238",2019,"Rank of average rank",NA,112,"h. Living Environment Deprivation Domain"
"333","E07000236",2019,"Rank of average rank",NA,303,"h. Living Environment Deprivation Domain"
"334","E09000001",2019,"Rank of average rank",NA,308,"i. Income Deprivation Affecting Children Index (IDACI)"
"335","E09000002",2019,"Rank of average rank",NA,11,"i. Income Deprivation Affecting Children Index (IDACI)"
"336","E07000239",2019,"Rank of average rank",NA,108,"h. Living Environment Deprivation Domain"
"337","E09000017",2019,"Rank of average rank",NA,117,"i. Income Deprivation Affecting Children Index (IDACI)"
"338","E09000018",2019,"Rank of average rank",NA,92,"i. Income Deprivation Affecting Children Index (IDACI)"
"339","E09000016",2019,"Rank of average rank",NA,129,"i. Income Deprivation Affecting Children Index (IDACI)"
"340","E09000020",2019,"Rank of average rank",NA,237,"i. Income Deprivation Affecting Children Index (IDACI)"
"341","E09000021",2019,"Rank of average rank",NA,249,"i. Income Deprivation Affecting Children Index (IDACI)"
"342","E09000019",2019,"Rank of average rank",NA,4,"i. Income Deprivation Affecting Children Index (IDACI)"
"343","E09000011",2019,"Rank of average rank",NA,34,"i. Income Deprivation Affecting Children Index (IDACI)"
"344","E09000012",2019,"Rank of average rank",NA,14,"i. Income Deprivation Affecting Children Index (IDACI)"
"345","E09000010",2019,"Rank of average rank",NA,29,"i. Income Deprivation Affecting Children Index (IDACI)"
"346","E09000014",2019,"Rank of average rank",NA,59,"i. Income Deprivation Affecting Children Index (IDACI)"
"347","E09000015",2019,"Rank of average rank",NA,181,"i. Income Deprivation Affecting Children Index (IDACI)"
"348","E09000013",2019,"Rank of average rank",NA,97,"i. Income Deprivation Affecting Children Index (IDACI)"
"349","E07000044",2019,"Rank of average rank",NA,228,"i. Income Deprivation Affecting Children Index (IDACI)"
"350","E07000045",2019,"Rank of average rank",NA,167,"i. Income Deprivation Affecting Children Index (IDACI)"
"351","E07000042",2019,"Rank of average rank",NA,196,"i. Income Deprivation Affecting Children Index (IDACI)"
"352","E07000043",2019,"Rank of average rank",NA,173,"i. Income Deprivation Affecting Children Index (IDACI)"
"353","E07000047",2019,"Rank of average rank",NA,175,"i. Income Deprivation Affecting Children Index (IDACI)"
"354","E07000061",2019,"Rank of average rank",NA,67,"i. Income Deprivation Affecting Children Index (IDACI)"
"355","E07000046",2019,"Rank of average rank",NA,109,"i. Income Deprivation Affecting Children Index (IDACI)"
"356","E07000037",2019,"Rank of average rank",NA,210,"i. Income Deprivation Affecting Children Index (IDACI)"
"357","E07000038",2019,"Rank of average rank",NA,170,"i. Income Deprivation Affecting Children Index (IDACI)"
"358","E07000036",2019,"Rank of average rank",NA,124,"i. Income Deprivation Affecting Children Index (IDACI)"
"359","E07000040",2019,"Rank of average rank",NA,231,"i. Income Deprivation Affecting Children Index (IDACI)"
"360","E07000041",2019,"Rank of average rank",NA,172,"i. Income Deprivation Affecting Children Index (IDACI)"
"361","E07000039",2019,"Rank of average rank",NA,217,"i. Income Deprivation Affecting Children Index (IDACI)"
"362","E07000069",2019,"Rank of average rank",NA,147,"i. Income Deprivation Affecting Children Index (IDACI)"
"363","E07000070",2019,"Rank of average rank",NA,235,"i. Income Deprivation Affecting Children Index (IDACI)"
"364","E07000068",2019,"Rank of average rank",NA,270,"i. Income Deprivation Affecting Children Index (IDACI)"
"365","E07000072",2019,"Rank of average rank",NA,183,"i. Income Deprivation Affecting Children Index (IDACI)"
"366","E07000073",2019,"Rank of average rank",NA,64,"i. Income Deprivation Affecting Children Index (IDACI)"
"367","E07000071",2019,"Rank of average rank",NA,153,"i. Income Deprivation Affecting Children Index (IDACI)"
"368","E07000063",2019,"Rank of average rank",NA,179,"i. Income Deprivation Affecting Children Index (IDACI)"
"369","E07000064",2019,"Rank of average rank",NA,120,"i. Income Deprivation Affecting Children Index (IDACI)"
"370","E07000062",2019,"Rank of average rank",NA,15,"i. Income Deprivation Affecting Children Index (IDACI)"
"371","E07000066",2019,"Rank of average rank",NA,89,"i. Income Deprivation Affecting Children Index (IDACI)"
"372","E07000067",2019,"Rank of average rank",NA,197,"i. Income Deprivation Affecting Children Index (IDACI)"
"373","E07000065",2019,"Rank of average rank",NA,259,"i. Income Deprivation Affecting Children Index (IDACI)"
"374","E08000021",2019,"Rank of average rank",NA,51,"i. Income Deprivation Affecting Children Index (IDACI)"
"375","E08000022",2019,"Rank of average rank",NA,126,"i. Income Deprivation Affecting Children Index (IDACI)"
"376","E08000019",2019,"Rank of average rank",NA,77,"i. Income Deprivation Affecting Children Index (IDACI)"
"377","E08000024",2019,"Rank of average rank",NA,32,"i. Income Deprivation Affecting Children Index (IDACI)"
"378","E08000025",2019,"Rank of average rank",NA,10,"i. Income Deprivation Affecting Children Index (IDACI)"
"379","E08000023",2019,"Rank of average rank",NA,17,"i. Income Deprivation Affecting Children Index (IDACI)"
"380","E08000014",2019,"Rank of average rank",NA,108,"i. Income Deprivation Affecting Children Index (IDACI)"
"381","E08000015",2019,"Rank of average rank",NA,95,"i. Income Deprivation Affecting Children Index (IDACI)"
"382","E08000013",2019,"Rank of average rank",NA,54,"i. Income Deprivation Affecting Children Index (IDACI)"
"383","E08000017",2019,"Rank of average rank",NA,47,"i. Income Deprivation Affecting Children Index (IDACI)"
"384","E08000018",2019,"Rank of average rank",NA,57,"i. Income Deprivation Affecting Children Index (IDACI)"
"385","E08000016",2019,"Rank of average rank",NA,41,"i. Income Deprivation Affecting Children Index (IDACI)"
"386","E08000033",2019,"Rank of average rank",NA,91,"i. Income Deprivation Affecting Children Index (IDACI)"
"387","E08000034",2019,"Rank of average rank",NA,101,"i. Income Deprivation Affecting Children Index (IDACI)"
"388","E08000032",2019,"Rank of average rank",NA,40,"i. Income Deprivation Affecting Children Index (IDACI)"
"389","E08000036",2019,"Rank of average rank",NA,75,"i. Income Deprivation Affecting Children Index (IDACI)"
"390","E07000035",2019,"Rank of average rank",NA,280,"i. Income Deprivation Affecting Children Index (IDACI)"
"391","E08000035",2019,"Rank of average rank",NA,99,"i. Income Deprivation Affecting Children Index (IDACI)"
"392","E08000027",2019,"Rank of average rank",NA,72,"i. Income Deprivation Affecting Children Index (IDACI)"
"393","E08000028",2019,"Rank of average rank",NA,5,"i. Income Deprivation Affecting Children Index (IDACI)"
"394","E08000026",2019,"Rank of average rank",NA,56,"i. Income Deprivation Affecting Children Index (IDACI)"
"395","E08000030",2019,"Rank of average rank",NA,21,"i. Income Deprivation Affecting Children Index (IDACI)"
"396","E08000031",2019,"Rank of average rank",NA,9,"i. Income Deprivation Affecting Children Index (IDACI)"
"397","E08000029",2019,"Rank of average rank",NA,194,"i. Income Deprivation Affecting Children Index (IDACI)"
"398","E07000140",2019,"Rank of average rank",NA,123,"g. Barriers to Housing and Services Domain"
"399","E07000141",2019,"Rank of average rank",NA,145,"g. Barriers to Housing and Services Domain"
"400","E07000138",2019,"Rank of average rank",NA,112,"g. Barriers to Housing and Services Domain"
"401","E07000139",2019,"Rank of average rank",NA,202,"g. Barriers to Housing and Services Domain"
"402","E07000143",2019,"Rank of average rank",NA,75,"g. Barriers to Housing and Services Domain"
"403","E07000144",2019,"Rank of average rank",NA,165,"g. Barriers to Housing and Services Domain"
"404","E07000142",2019,"Rank of average rank",NA,135,"g. Barriers to Housing and Services Domain"
"405","E07000133",2019,"Rank of average rank",NA,125,"g. Barriers to Housing and Services Domain"
"406","E07000134",2019,"Rank of average rank",NA,256,"g. Barriers to Housing and Services Domain"
"407","E07000132",2019,"Rank of average rank",NA,263,"g. Barriers to Housing and Services Domain"
"408","E07000136",2019,"Rank of average rank",NA,180,"g. Barriers to Housing and Services Domain"
"409","E07000137",2019,"Rank of average rank",NA,137,"g. Barriers to Housing and Services Domain"
"410","E07000135",2019,"Rank of average rank",NA,251,"g. Barriers to Housing and Services Domain"
"411","E07000152",2019,"Rank of average rank",NA,195,"g. Barriers to Housing and Services Domain"
"412","E07000153",2019,"Rank of average rank",NA,198,"g. Barriers to Housing and Services Domain"
"413","E07000151",2019,"Rank of average rank",NA,101,"g. Barriers to Housing and Services Domain"
"414","E07000155",2019,"Rank of average rank",NA,183,"g. Barriers to Housing and Services Domain"
"415","E07000156",2019,"Rank of average rank",NA,148,"g. Barriers to Housing and Services Domain"
"416","E07000154",2019,"Rank of average rank",NA,72,"g. Barriers to Housing and Services Domain"
"417","E07000146",2019,"Rank of average rank",NA,73,"g. Barriers to Housing and Services Domain"
"418","E07000147",2019,"Rank of average rank",NA,24,"g. Barriers to Housing and Services Domain"
"419","E07000145",2019,"Rank of average rank",NA,167,"g. Barriers to Housing and Services Domain"
"420","E07000149",2019,"Rank of average rank",NA,88,"g. Barriers to Housing and Services Domain"
"421","E07000150",2019,"Rank of average rank",NA,63,"g. Barriers to Housing and Services Domain"
"422","E07000148",2019,"Rank of average rank",NA,287,"g. Barriers to Housing and Services Domain"
"423","E07000115",2019,"Rank of average rank",NA,106,"g. Barriers to Housing and Services Domain"
"424","E07000116",2019,"Rank of average rank",NA,169,"g. Barriers to Housing and Services Domain"
"425","E07000113",2019,"Rank of average rank",NA,103,"g. Barriers to Housing and Services Domain"
"426","E07000114",2019,"Rank of average rank",NA,147,"g. Barriers to Housing and Services Domain"
"427","E07000118",2019,"Rank of average rank",NA,282,"g. Barriers to Housing and Services Domain"
"428","E07000119",2019,"Rank of average rank",NA,300,"g. Barriers to Housing and Services Domain"
"429","E07000117",2019,"Rank of average rank",NA,311,"g. Barriers to Housing and Services Domain"
"430","E07000108",2019,"Rank of average rank",NA,127,"g. Barriers to Housing and Services Domain"
"431","E07000109",2019,"Rank of average rank",NA,258,"g. Barriers to Housing and Services Domain"
"432","E07000107",2019,"Rank of average rank",NA,64,"g. Barriers to Housing and Services Domain"
"433","E07000111",2019,"Rank of average rank",NA,126,"g. Barriers to Housing and Services Domain"
"434","E07000112",2019,"Rank of average rank",NA,109,"g. Barriers to Housing and Services Domain"
"435","E07000110",2019,"Rank of average rank",NA,74,"g. Barriers to Housing and Services Domain"
"436","E07000127",2019,"Rank of average rank",NA,197,"g. Barriers to Housing and Services Domain"
"437","E07000128",2019,"Rank of average rank",NA,289,"g. Barriers to Housing and Services Domain"
"438","E07000126",2019,"Rank of average rank",NA,304,"g. Barriers to Housing and Services Domain"
"439","E07000130",2019,"Rank of average rank",NA,252,"g. Barriers to Housing and Services Domain"
"440","E07000131",2019,"Rank of average rank",NA,234,"g. Barriers to Housing and Services Domain"
"441","E07000129",2019,"Rank of average rank",NA,293,"g. Barriers to Housing and Services Domain"
"442","E07000121",2019,"Rank of average rank",NA,274,"g. Barriers to Housing and Services Domain"
