FeatureCode,DateCode,Measurement,Units,Value,Indices of Deprivation
E08000028,2015,Rank of average rank,,11,i. Income Deprivation Affecting Children Index (IDACI)
E07000152,2015,Rank of average rank,,193,f. Crime Domain
E07000114,2015,Rank of average rank,,26,f. Crime Domain
E07000153,2015,Rank of average rank,,120,f. Crime Domain
E07000150,2015,Rank of average rank,,85,f. Crime Domain
E07000041,2015,Rank of average rank,,165,i. Income Deprivation Affecting Children Index (IDACI)
E07000044,2015,Rank of average rank,,242,i. Income Deprivation Affecting Children Index (IDACI)
E07000051,2015,Rank of average rank,,202,i. Income Deprivation Affecting Children Index (IDACI)
E07000049,2015,Rank of average rank,,287,i. Income Deprivation Affecting Children Index (IDACI)
E07000043,2015,Rank of average rank,,188,i. Income Deprivation Affecting Children Index (IDACI)
E08000027,2015,Rank of average rank,,93,i. Income Deprivation Affecting Children Index (IDACI)
E07000042,2015,Rank of average rank,,223,i. Income Deprivation Affecting Children Index (IDACI)
E07000053,2015,Rank of average rank,,99,i. Income Deprivation Affecting Children Index (IDACI)
E07000174,2015,Rank of average rank,,43,e. Health Deprivation and Disability Domain
E06000002,2015,Rank of average rank,,9,e. Health Deprivation and Disability Domain
E06000001,2015,Rank of average rank,,18,e. Health Deprivation and Disability Domain
E06000004,2015,Rank of average rank,,64,e. Health Deprivation and Disability Domain
E06000005,2015,Rank of average rank,,63,e. Health Deprivation and Disability Domain
E07000220,2015,Rank of average rank,,214,e. Health Deprivation and Disability Domain
E07000206,2015,Rank of average rank,,105,e. Health Deprivation and Disability Domain
E07000175,2015,Rank of average rank,,145,e. Health Deprivation and Disability Domain
E07000176,2015,Rank of average rank,,289,e. Health Deprivation and Disability Domain
E07000153,2015,Rank of average rank,,133,e. Health Deprivation and Disability Domain
E07000139,2015,Rank of average rank,,198,e. Health Deprivation and Disability Domain
E07000140,2015,Rank of average rank,,152,e. Health Deprivation and Disability Domain
E07000141,2015,Rank of average rank,,221,e. Health Deprivation and Disability Domain
E06000003,2015,Rank of average rank,,29,e. Health Deprivation and Disability Domain
E06000006,2015,Rank of average rank,,17,e. Health Deprivation and Disability Domain
E07000137,2015,Rank of average rank,,34,e. Health Deprivation and Disability Domain
E06000007,2015,Rank of average rank,,86,e. Health Deprivation and Disability Domain
E07000063,2015,Rank of average rank,,204,e. Health Deprivation and Disability Domain
E07000210,2015,Rank of average rank,,301,e. Health Deprivation and Disability Domain
E07000223,2015,Rank of average rank,,136,e. Health Deprivation and Disability Domain
E07000209,2015,Rank of average rank,,304,e. Health Deprivation and Disability Domain
E07000064,2015,Rank of average rank,,176,e. Health Deprivation and Disability Domain
E07000211,2015,Rank of average rank,,285,e. Health Deprivation and Disability Domain
E07000053,2015,Rank of average rank,,56,e. Health Deprivation and Disability Domain
E07000062,2015,Rank of average rank,,51,e. Health Deprivation and Disability Domain
E07000205,2015,Rank of average rank,,247,e. Health Deprivation and Disability Domain
E07000207,2015,Rank of average rank,,315,e. Health Deprivation and Disability Domain
E07000221,2015,Rank of average rank,,244,e. Health Deprivation and Disability Domain
E07000203,2015,Rank of average rank,,293,e. Health Deprivation and Disability Domain
E07000216,2015,Rank of average rank,,302,e. Health Deprivation and Disability Domain
E07000219,2015,Rank of average rank,,92,e. Health Deprivation and Disability Domain
E07000215,2015,Rank of average rank,,278,e. Health Deprivation and Disability Domain
E07000222,2015,Rank of average rank,,195,e. Health Deprivation and Disability Domain
E07000167,2015,Rank of average rank,,294,e. Health Deprivation and Disability Domain
E07000168,2015,Rank of average rank,,85,e. Health Deprivation and Disability Domain
E07000163,2015,Rank of average rank,,234,e. Health Deprivation and Disability Domain
E07000170,2015,Rank of average rank,,67,e. Health Deprivation and Disability Domain
E07000169,2015,Rank of average rank,,243,e. Health Deprivation and Disability Domain
E07000165,2015,Rank of average rank,,261,e. Health Deprivation and Disability Domain
E07000115,2015,Rank of average rank,,275,e. Health Deprivation and Disability Domain
E07000166,2015,Rank of average rank,,222,e. Health Deprivation and Disability Domain
E07000164,2015,Rank of average rank,,267,e. Health Deprivation and Disability Domain
E08000008,2015,Rank of average rank,,14,e. Health Deprivation and Disability Domain
E07000037,2015,Rank of average rank,,153,e. Health Deprivation and Disability Domain
E08000010,2015,Rank of average rank,,41,e. Health Deprivation and Disability Domain
E08000009,2015,Rank of average rank,,132,e. Health Deprivation and Disability Domain
E07000172,2015,Rank of average rank,,196,e. Health Deprivation and Disability Domain
E07000171,2015,Rank of average rank,,80,e. Health Deprivation and Disability Domain
E07000036,2015,Rank of average rank,,150,e. Health Deprivation and Disability Domain
E07000173,2015,Rank of average rank,,159,e. Health Deprivation and Disability Domain
E07000145,2015,Rank of average rank,,52,e. Health Deprivation and Disability Domain
E07000146,2015,Rank of average rank,,71,e. Health Deprivation and Disability Domain
E07000107,2015,Rank of average rank,,209,e. Health Deprivation and Disability Domain
E07000108,2015,Rank of average rank,,149,e. Health Deprivation and Disability Domain
E07000143,2015,Rank of average rank,,165,e. Health Deprivation and Disability Domain
E07000142,2015,Rank of average rank,,124,e. Health Deprivation and Disability Domain
E07000138,2015,Rank of average rank,,21,e. Health Deprivation and Disability Domain
E07000144,2015,Rank of average rank,,279,e. Health Deprivation and Disability Domain
E07000112,2015,Rank of average rank,,130,e. Health Deprivation and Disability Domain
E07000094,2015,Rank of average rank,,299,e. Health Deprivation and Disability Domain
E07000111,2015,Rank of average rank,,305,e. Health Deprivation and Disability Domain
E07000114,2015,Rank of average rank,,84,e. Health Deprivation and Disability Domain
E07000106,2015,Rank of average rank,,156,e. Health Deprivation and Disability Domain
E07000109,2015,Rank of average rank,,194,e. Health Deprivation and Disability Domain
E07000113,2015,Rank of average rank,,127,e. Health Deprivation and Disability Domain
E07000110,2015,Rank of average rank,,210,e. Health Deprivation and Disability Domain
E07000080,2015,Rank of average rank,,213,e. Health Deprivation and Disability Domain
E07000075,2015,Rank of average rank,,297,e. Health Deprivation and Disability Domain
E07000076,2015,Rank of average rank,,61,e. Health Deprivation and Disability Domain
E08000015,2015,Rank of average rank,,32,e. Health Deprivation and Disability Domain
E07000079,2015,Rank of average rank,,296,e. Health Deprivation and Disability Domain
E07000047,2015,Rank of average rank,,181,e. Health Deprivation and Disability Domain
E07000066,2015,Rank of average rank,,170,e. Health Deprivation and Disability Domain
E07000077,2015,Rank of average rank,,322,e. Health Deprivation and Disability Domain
E07000046,2015,Rank of average rank,,139,e. Health Deprivation and Disability Domain
E07000088,2015,Rank of average rank,,125,e. Health Deprivation and Disability Domain
E08000017,2015,Rank of average rank,,44,e. Health Deprivation and Disability Domain
E07000089,2015,Rank of average rank,,324,e. Health Deprivation and Disability Domain
E07000087,2015,Rank of average rank,,280,e. Health Deprivation and Disability Domain
E08000014,2015,Rank of average rank,,37,e. Health Deprivation and Disability Domain
E08000022,2015,Rank of average rank,,59,e. Health Deprivation and Disability Domain
E08000013,2015,Rank of average rank,,13,e. Health Deprivation and Disability Domain
E08000016,2015,Rank of average rank,,20,e. Health Deprivation and Disability Domain
E07000084,2015,Rank of average rank,,226,e. Health Deprivation and Disability Domain
E07000082,2015,Rank of average rank,,257,e. Health Deprivation and Disability Domain
E07000085,2015,Rank of average rank,,295,e. Health Deprivation and Disability Domain
E07000081,2015,Rank of average rank,,114,e. Health Deprivation and Disability Domain
E07000048,2015,Rank of average rank,,264,e. Health Deprivation and Disability Domain
E07000051,2015,Rank of average rank,,224,e. Health Deprivation and Disability Domain
E07000083,2015,Rank of average rank,,232,e. Health Deprivation and Disability Domain
E07000052,2015,Rank of average rank,,228,e. Health Deprivation and Disability Domain
E07000043,2015,Rank of average rank,,135,e. Health Deprivation and Disability Domain
E07000068,2015,Rank of average rank,,298,e. Health Deprivation and Disability Domain
E07000045,2015,Rank of average rank,,173,e. Health Deprivation and Disability Domain
E07000044,2015,Rank of average rank,,225,e. Health Deprivation and Disability Domain
E07000067,2015,Rank of average rank,,240,e. Health Deprivation and Disability Domain
E07000065,2015,Rank of average rank,,287,e. Health Deprivation and Disability Domain
E07000069,2015,Rank of average rank,,200,e. Health Deprivation and Disability Domain
E07000061,2015,Rank of average rank,,102,e. Health Deprivation and Disability Domain
E07000201,2015,Rank of average rank,,180,e. Health Deprivation and Disability Domain
E07000194,2015,Rank of average rank,,206,e. Health Deprivation and Disability Domain
E07000195,2015,Rank of average rank,,96,e. Health Deprivation and Disability Domain
E07000179,2015,Rank of average rank,,309,e. Health Deprivation and Disability Domain
E07000181,2015,Rank of average rank,,291,e. Health Deprivation and Disability Domain
E07000188,2015,Rank of average rank,,182,e. Health Deprivation and Disability Domain
E07000217,2015,Rank of average rank,,272,e. Health Deprivation and Disability Domain
E07000198,2015,Rank of average rank,,164,e. Health Deprivation and Disability Domain
E07000202,2015,Rank of average rank,,82,e. Health Deprivation and Disability Domain
E07000208,2015,Rank of average rank,,307,e. Health Deprivation and Disability Domain
E07000212,2015,Rank of average rank,,282,e. Health Deprivation and Disability Domain
E07000213,2015,Rank of average rank,,249,e. Health Deprivation and Disability Domain
E07000204,2015,Rank of average rank,,203,e. Health Deprivation and Disability Domain
E07000200,2015,Rank of average rank,,260,e. Health Deprivation and Disability Domain
E07000177,2015,Rank of average rank,,230,e. Health Deprivation and Disability Domain
E07000199,2015,Rank of average rank,,122,e. Health Deprivation and Disability Domain
E07000180,2015,Rank of average rank,,310,e. Health Deprivation and Disability Domain
E07000073,2015,Rank of average rank,,74,e. Health Deprivation and Disability Domain
E07000071,2015,Rank of average rank,,154,e. Health Deprivation and Disability Domain
E07000074,2015,Rank of average rank,,248,e. Health Deprivation and Disability Domain
E07000070,2015,Rank of average rank,,276,e. Health Deprivation and Disability Domain
E07000090,2015,Rank of average rank,,119,e. Health Deprivation and Disability Domain
E07000086,2015,Rank of average rank,,266,e. Health Deprivation and Disability Domain
E07000078,2015,Rank of average rank,,184,e. Health Deprivation and Disability Domain
E07000072,2015,Rank of average rank,,239,e. Health Deprivation and Disability Domain
E07000218,2015,Rank of average rank,,162,e. Health Deprivation and Disability Domain
E07000190,2015,Rank of average rank,,171,e. Health Deprivation and Disability Domain
E07000189,2015,Rank of average rank,,192,e. Health Deprivation and Disability Domain
E07000214,2015,Rank of average rank,,303,e. Health Deprivation and Disability Domain
E07000187,2015,Rank of average rank,,186,e. Health Deprivation and Disability Domain
E07000191,2015,Rank of average rank,,116,e. Health Deprivation and Disability Domain
E07000192,2015,Rank of average rank,,95,e. Health Deprivation and Disability Domain
E07000178,2015,Rank of average rank,,158,e. Health Deprivation and Disability Domain
E06000002,2015,Rank of average rank,,24,"d. Education, Skills and Training Domain"
E06000012,2015,Rank of average rank,,45,"d. Education, Skills and Training Domain"
E06000013,2015,Rank of average rank,,100,"d. Education, Skills and Training Domain"
E06000042,2015,Rank of average rank,,197,"d. Education, Skills and Training Domain"
E06000041,2015,Rank of average rank,,318,"d. Education, Skills and Training Domain"
E06000014,2015,Rank of average rank,,266,"d. Education, Skills and Training Domain"
E07000235,2015,Rank of average rank,,285,"d. Education, Skills and Training Domain"
E06000010,2015,Rank of average rank,,3,"d. Education, Skills and Training Domain"
E06000015,2015,Rank of average rank,,99,"d. Education, Skills and Training Domain"
E06000005,2015,Rank of average rank,,155,"d. Education, Skills and Training Domain"
